Samples    E_ads_eV    bulk_nnd_Ang    site_nnd_Ang    r_d_Ang    V_ad^2    CN    site_no    epsilon_d_eV    W_d_eV    S_d_eV    K_d_eV    W_eV    IP_eV    EA_eV    f_d    f_sp    PE    DOS_d_eV^(-1)    DOS_sp_eV^(-1)    
CO_Rh_211_bridge2-s    0.714    2.734    2.694    0.99    3.32    7.0    2    -1.293    2.099    1.886    11.48    5.078    7.459    1.143    7.969    0.987    2.28    2.07    0.24    
CO_Rh_211_fcc-s    0.959    2.734    2.703    0.99    3.32    8.333    3    -1.426    2.27    1.892    10.993    5.078    7.459    1.143    7.906    1.063    2.28    1.918    0.171    
CO_Rh_211_hcp-s    0.763    2.734    2.698    0.99    3.32    7.667    3    -1.359    2.184    1.889    11.239    5.078    7.459    1.143    7.937    1.025    2.28    1.994    0.206    
CO_Rh_211_bridge1-s    0.941    2.734    2.7    0.99    3.32    8.0    2    -1.393    2.226    1.891    11.121    5.078    7.459    1.143    7.918    1.043    2.28    1.955    0.189    
CO_Rh_211_top-s    0.753    2.734    2.694    0.99    3.32    7.0    1    -1.293    2.1    1.885    11.473    5.078    7.459    1.143    7.974    0.988    2.28    2.07    0.24    
CO_Rh_211_bridge2-t    0.941    2.734    2.707    0.99    3.32    9.0    2    -1.493    2.354    1.896    10.752    5.078    7.459    1.143    7.871    1.1    2.28    1.841    0.137    
CO_Rh_211_bridge1-t    0.976    2.734    2.72    0.99    3.32    9.5    2    -1.495    2.403    1.936    10.879    5.078    7.459    1.143    7.86    1.123    2.28    1.807    0.121    
CO_Rh_211_fcc-t    1.017    2.734    2.725    0.99    3.32    9.667    3    -1.496    2.419    1.95    10.919    5.078    7.459    1.143    7.858    1.13    2.28    1.796    0.116    
CO_Rh_211_hcp-t    0.847    2.734    2.716    0.99    3.32    9.333    3    -1.494    2.387    1.923    10.835    5.078    7.459    1.143    7.865    1.115    2.28    1.819    0.127    
CO_Rh_211_top-t    0.881    2.734    2.707    0.99    3.32    9.0    1    -1.494    2.355    1.896    10.748    5.078    7.459    1.143    7.87    1.1    2.28    1.841    0.137    
CO_Pt@Rh_211_bridge3-s-1    1.088    2.786    2.734    1.015    3.61    8.5    2    -1.763    2.153    1.553    8.677    5.414    8.209    1.634    8.316    1.088    2.28    1.439    0.159    
CO_Pt@Rh_211_bridge3-s-2    0.91    2.734    2.713    0.99    3.32    8.5    2    -1.396    2.301    1.943    11.395    5.078    7.459    1.143    7.893    1.074    2.28    1.975    0.168    
CO_Pt@Rh_211_bridge2-s-1    0.837    2.786    2.714    1.015    3.61    7.0    2    -1.667    1.96    1.45    8.576    5.414    8.209    1.634    8.369    1.009    2.28    1.633    0.221    
CO_Pt@Rh_211_bridge2-s-2    0.71    2.734    2.696    0.99    3.32    7.0    2    -1.293    2.108    1.809    11.161    5.078    7.459    1.143    7.953    1.01    2.28    2.157    0.231    
CO_Pt@Rh_211_fcc-s-2    0.974    2.734    2.704    0.99    3.32    8.333    3    -1.418    2.273    1.848    10.83    5.078    7.459    1.143    7.892    1.074    2.28    1.975    0.168    
CO_Pt@Rh_211_hcp-s-1    0.942    2.769    2.714    1.007    3.513    7.667    3    -1.601    2.09    1.581    9.254    5.302    7.959    1.47    8.201    1.045    2.28    1.719    0.194    
CO_Pt@Rh_211_hcp-s-2    0.775    2.734    2.698    0.99    3.32    7.667    3    -1.359    2.192    1.837    11.014    5.078    7.459    1.143    7.921    1.038    2.28    2.064    0.199    
CO_Pt@Rh_211_bridge1-s-1    1.145    2.786    2.723    1.015    3.61    8.0    2    -1.755    2.081    1.467    8.301    5.414    8.209    1.634    8.326    1.062    2.28    1.499    0.175    
CO_Pt@Rh_211_bridge1-s-2    1.012    2.734    2.705    0.99    3.32    8.0    2    -1.381    2.229    1.826    10.886    5.078    7.459    1.143    7.909    1.064    2.28    2.023    0.185    
CO_Pt@Rh_211_bridge1-s-3    0.958    2.734    2.699    0.99    3.32    8.0    2    -1.392    2.234    1.851    10.94    5.078    7.459    1.143    7.905    1.052    2.28    2.018    0.183    
CO_Pt@Rh_211_top-s-1    0.947    2.838    2.732    1.04    3.9    7.0    1    -2.041    1.812    1.091    5.992    5.75    8.959    2.125    8.785    1.007    2.28    1.109    0.211    
CO_Pt@Rh_211_top-s-2    0.803    2.734    2.695    0.99    3.32    7.0    1    -1.293    2.108    1.809    11.161    5.078    7.459    1.143    7.953    1.01    2.28    2.157    0.231    
CO_Pt@Rh_211_bridge1-t-1    1.037    2.734    2.725    0.99    3.32    9.5    2    -1.477    2.422    1.928    10.986    5.078    7.459    1.143    7.857    1.143    2.28    1.83    0.123    
CO_Pt@Rh_211_bridge1-t-3    0.987    2.734    2.717    0.99    3.32    9.5    2    -1.496    2.428    1.985    11.174    5.078    7.459    1.143    7.845    1.116    2.28    1.836    0.12    
CO_Pt@Rh_211_bridge2-t-2    0.947    2.734    2.708    0.99    3.32    9.0    2    -1.481    2.356    1.868    10.664    5.078    7.459    1.143    7.862    1.105    2.28    1.884    0.137    
CO_Pt@Rh_211_fcc-t-1    1.104    2.734    2.727    0.99    3.32    9.667    3    -1.484    2.446    1.978    11.2    5.078    7.459    1.143    7.849    1.141    2.28    1.818    0.117    
CO_Pt@Rh_211_fcc-t-2    1.05    2.734    2.722    0.99    3.32    9.667    3    -1.497    2.45    2.016    11.326    5.078    7.459    1.143    7.841    1.123    2.28    1.822    0.115    
CO_Pt@Rh_211_hcp-t-1    0.897    2.734    2.721    0.99    3.32    9.333    3    -1.474    2.398    1.9    10.861    5.078    7.459    1.143    7.86    1.134    2.28    1.85    0.129    
CO_Pt@Rh_211_hcp-t-2    0.864    2.734    2.716    0.99    3.32    9.333    3    -1.487    2.402    1.938    10.986    5.078    7.459    1.143    7.852    1.116    2.28    1.854    0.127    
CO_Pt@Rh_211_top-t-1    0.894    2.734    2.714    0.99    3.32    9.0    1    -1.47    2.351    1.843    10.61    5.078    7.459    1.143    7.866    1.117    2.28    1.89    0.139    
CO_Pt@Rh_211_top-t-2    0.889    2.734    2.703    0.99    3.32    9.0    1    -1.492    2.361    1.893    10.719    5.078    7.459    1.143    7.858    1.093    2.28    1.878    0.136    
CO_Ru_211_four-fold-s    0.986    2.732    2.703    1.05    3.87    8.5    4    -1.253    2.065    0.411    3.64    4.889    7.361    1.046    7.114    0.878    2.2    1.552    0.196    
CO_Ru_211_bridge3-s    0.788    2.732    2.703    1.05    3.87    8.5    2    -1.252    2.065    0.41    3.639    4.889    7.361    1.046    7.115    0.878    2.2    1.552    0.196    
CO_Ru_211_bridge2-s    0.665    2.732    2.683    1.05    3.87    7.0    2    -1.158    1.939    0.39    3.925    4.889    7.361    1.046    7.152    0.809    2.2    1.745    0.269    
CO_Ru_211_fcc-s    0.988    2.732    2.692    1.05    3.87    8.333    3    -1.296    2.07    0.383    3.447    4.889    7.361    1.046    7.095    0.871    2.2    1.457    0.185    
CO_Ru_211_hcp-s    0.743    2.732    2.687    1.05    3.87    7.667    3    -1.227    2.004    0.387    3.686    4.889    7.361    1.046    7.123    0.84    2.2    1.601    0.227    
CO_Ru_211_top-s    0.742    2.732    2.683    1.05    3.87    7.0    1    -1.159    1.939    0.391    3.926    4.889    7.361    1.046    7.152    0.808    2.2    1.745    0.269    
CO_Ru_211_fcc-t    0.853    2.732    2.715    1.05    3.87    9.667    3    -1.354    2.173    0.413    3.306    4.889    7.361    1.046    7.072    0.932    2.2    1.343    0.13    
CO_Ru_211_hcp-t    0.747    2.732    2.706    1.05    3.87    9.333    3    -1.359    2.154    0.396    3.257    4.889    7.361    1.046    7.068    0.917    2.2    1.328    0.137    
CO_Ru_211_top-t    0.867    2.732    2.696    1.05    3.87    9.0    1    -1.365    2.135    0.378    3.207    4.889    7.361    1.046    7.066    0.902    2.2    1.312    0.143    
H_Ag_211_bridge2-s    0.431    2.985    2.946    0.89    2.26    7.0    2    -4.008    0.934    2.823    21.91    4.427    7.576    1.304    9.856    1.051    1.93    0.031    0.29    
H_Ag_211_fcc-s    0.467    2.985    2.963    0.89    2.26    8.333    3    -4.024    1.059    3.219    24.252    4.427    7.576    1.304    9.85    1.116    1.93    0.037    0.284    
H_Ag_211_hcp-s    0.439    2.985    2.955    0.89    2.26    7.667    3    -4.016    0.996    3.021    23.078    4.427    7.576    1.304    9.853    1.084    1.93    0.034    0.287    
H_Ag_211_fcc-t    0.469    2.985    2.98    0.89    2.26    9.667    3    -4.062    1.129    3.195    22.848    4.427    7.576    1.304    9.842    1.186    1.93    0.041    0.268    
H_Ag_211_hcp-t    0.43    2.985    2.976    0.89    2.26    9.333    3    -4.047    1.126    3.305    24.126    4.427    7.576    1.304    9.841    1.167    1.93    0.04    0.275    
H_AgAu_211_bridge2-s-1    0.277    2.988    2.941    0.95    2.805    7.0    2    -3.514    1.131    2.084    14.99    4.854    8.401    1.807    9.79    1.114    2.235    0.053    0.268    
H_AgAu_211_bridge2-s-2    0.3    2.988    2.941    0.95    2.805    7.0    2    -3.514    1.131    2.084    14.99    4.854    8.401    1.807    9.79    1.114    2.235    0.053    0.268    
H_AgAu_211_fcc-s-1    0.444    2.987    2.965    0.93    2.623    8.333    3    -3.679    1.18    2.18    14.835    4.712    8.126    1.639    9.786    1.136    2.133    0.056    0.239    
H_AgAu_211_hcp-s-1    0.418    2.988    2.949    0.97    2.987    7.667    3    -3.457    1.215    2.055    14.388    4.996    8.676    1.974    9.763    1.186    2.337    0.064    0.269    
H_AgAu_211_fcc-t-2    0.553    2.987    2.978    0.93    2.623    9.667    3    -3.756    1.257    2.213    14.375    4.712    8.126    1.639    9.764    1.201    2.133    0.06    0.228    
H_AgAu_211_hcp-t-2    0.504    2.987    2.976    0.93    2.623    9.333    3    -3.715    1.246    2.233    14.706    4.712    8.126    1.639    9.768    1.187    2.133    0.06    0.233    
H_AgPd_211_four-fold-s-1    -0.004    2.902    2.88    0.915    2.52    8.5    4    -2.409    1.21    1.769    12.165    4.819    7.957    0.933    9.645    0.868    2.065    0.275    0.173    
H_AgPd_211_four-fold-s-2    0.128    2.902    2.88    0.915    2.52    8.5    4    -2.409    1.21    1.769    12.165    4.819    7.957    0.933    9.645    0.868    2.065    0.275    0.173    
H_AgPd_211_bridge2-s-1    0.041    2.902    2.866    0.915    2.52    7.0    2    -2.343    1.118    1.815    13.473    4.819    7.957    0.933    9.672    0.795    2.065    0.262    0.193    
H_AgPd_211_bridge2-s-2    0.091    2.902    2.866    0.915    2.52    7.0    2    -2.343    1.118    1.815    13.473    4.819    7.957    0.933    9.672    0.795    2.065    0.262    0.193    
H_Au_211_bridge2-s    0.309    2.99    2.936    1.01    3.35    7.0    2    -3.127    1.323    1.431    10.044    5.28    9.226    2.309    9.732    1.2    2.54    0.079    0.26    
H_Au_211_fcc-s    0.471    2.99    2.967    1.01    3.35    8.333    3    -3.182    1.396    1.458    9.76    5.28    9.226    2.309    9.734    1.254    2.54    0.091    0.242    
H_Au_211_fcc-t    0.528    2.99    2.993    1.01    3.35    9.667    3    -3.283    1.455    1.473    9.308    5.28    9.226    2.309    9.715    1.303    2.54    0.098    0.22    
H_Au_211_hcp-t    0.499    2.99    2.988    1.01    3.35    9.333    3    -3.246    1.444    1.473    9.465    5.28    9.226    2.309    9.724    1.292    2.54    0.098    0.227    
H_Cu_211_four-fold-s    0.237    2.603    2.577    0.67    1.0    8.5    4    -2.372    1.044    1.711    14.207    4.719    7.726    1.236    9.714    1.208    1.9    0.097    0.244    
H_Cu_211_bridge2-s    0.026    2.603    2.556    0.67    1.0    7.0    2    -2.282    0.955    1.452    13.621    4.719    7.726    1.236    9.722    1.129    1.9    0.09    0.264    
H_Cu_211_fcc-s    0.058    2.603    2.573    0.67    1.0    8.333    3    -2.355    1.063    1.935    15.964    4.719    7.726    1.236    9.692    1.202    1.9    0.1    0.247    
H_Cu_211_hcp-s    -0.009    2.603    2.564    0.67    1.0    7.667    3    -2.319    1.009    1.693    14.788    4.719    7.726    1.236    9.708    1.166    1.9    0.095    0.256    
H_Cu_211_fcc-t    0.126    2.603    2.593    0.67    1.0    9.667    3    -2.439    1.127    2.038    15.569    4.719    7.726    1.236    9.697    1.272    1.9    0.104    0.229    
H_Cu_211_hcp-t    0.073    2.603    2.587    0.67    1.0    9.333    3    -2.415    1.122    2.107    16.356    4.719    7.726    1.236    9.687    1.255    1.9    0.105    0.234    
H_Ag@Cu_211_four-fold-s-2    0.255    2.603    2.575    0.67    1.0    8.5    4    -2.394    1.056    1.596    13.849    4.719    7.726    1.236    9.764    1.23    1.9    0.097    0.257    
H_Ag@Cu_211_bridge2-s-1    0.185    2.794    2.757    0.78    1.63    8.0    2    -3.229    1.054    2.287    16.613    4.573    7.651    1.27    9.791    1.03    1.915    0.066    0.274    
H_Ag@Cu_211_bridge2-s-2    0.03    2.603    2.552    0.67    1.0    7.0    2    -2.316    0.977    1.235    12.981    4.719    7.726    1.236    9.796    1.173    1.9    0.089    0.29    
H_Ag@Cu_211_fcc-s-2    0.06    2.603    2.576    0.67    1.0    8.333    3    -2.375    1.035    1.481    13.354    4.719    7.726    1.236    9.756    1.219    1.9    0.099    0.262    
H_Ag@Cu_211_hcp-s-2    0.002    2.603    2.559    0.67    1.0    7.667    3    -2.348    1.021    1.475    13.783    4.719    7.726    1.236    9.782    1.194    1.9    0.094    0.274    
H_Ag@Cu_211_fcc-t-1    0.148    2.603    2.6    0.67    1.0    9.667    3    -2.453    1.099    1.692    13.649    4.719    7.726    1.236    9.733    1.285    1.9    0.104    0.235    
H_Ag@Cu_211_fcc-t-2    0.127    2.603    2.589    0.67    1.0    9.667    3    -2.452    1.126    1.956    14.94    4.719    7.726    1.236    9.739    1.269    1.9    0.106    0.23    
H_Ag@Cu_211_hcp-t-1    0.07    2.603    2.602    0.67    1.0    9.333    3    -2.429    1.061    1.457    12.641    4.719    7.726    1.236    9.728    1.272    1.9    0.104    0.245    
H_Ag@Cu_211_hcp-t-2    0.084    2.603    2.591    0.67    1.0    9.333    3    -2.427    1.088    1.721    13.933    4.719    7.726    1.236    9.734    1.257    1.9    0.105    0.24    
H_Ir_211_bridge2-s    -0.542    2.753    2.699    1.08    4.45    7.0    2    -1.706    2.442    0.66    4.932    5.489    9.121    1.564    7.8    1.214    2.2    1.538    0.258    
H_Ir_211_fcc-s    -0.083    2.753    2.709    1.08    4.45    8.333    3    -1.919    2.605    0.689    4.572    5.489    9.121    1.564    7.721    1.278    2.2    1.354    0.167    
H_Ir_211_fcc-t    -0.042    2.753    2.741    1.08    4.45    9.667    3    -2.0    2.712    0.747    4.601    5.489    9.121    1.564    7.699    1.323    2.2    1.311    0.106    
H_Ir_211_hcp-t    -0.047    2.753    2.728    1.08    4.45    9.333    3    -2.013    2.697    0.721    4.475    5.489    9.121    1.564    7.69    1.316    2.2    1.287    0.114    
H_Pd@Ir_211_bridge2-s-1    -0.418    2.786    2.742    1.01    3.615    7.0    2    -1.915    2.013    0.628    5.531    5.35    8.729    1.063    8.502    1.017    2.2    1.179    0.218    
H_Pd@Ir_211_bridge2-s-2    -0.531    2.753    2.692    1.08    4.45    7.0    2    -1.717    2.428    0.704    5.109    5.489    9.121    1.564    7.798    1.203    2.2    1.659    0.262    
H_Pd@Ir_211_fcc-s-1    -0.207    2.775    2.747    1.033    3.893    8.333    3    -1.997    2.273    0.653    5.014    5.396    8.86    1.23    8.196    1.139    2.2    1.148    0.152    
H_Pd@Ir_211_hcp-s-1    -0.256    2.775    2.736    1.033    3.893    7.667    3    -1.923    2.212    0.653    5.202    5.396    8.86    1.23    8.232    1.109    2.2    1.243    0.192    
H_Pd@Ir_211_fcc-t-1    -0.048    2.753    2.741    1.08    4.45    9.667    3    -1.974    2.689    0.75    4.659    5.489    9.121    1.564    7.696    1.311    2.2    1.347    0.117    
H_Pd@Ir_211_fcc-t-2    -0.034    2.753    2.738    1.08    4.45    9.667    3    -2.002    2.753    0.81    4.873    5.489    9.121    1.564    7.677    1.317    2.2    1.302    0.108    
H_Pd@Ir_211_hcp-t-1    -0.097    2.753    2.732    1.08    4.45    9.333    3    -1.95    2.648    0.727    4.612    5.489    9.121    1.564    7.697    1.299    2.2    1.372    0.13    
H_Pd@Ir_211_hcp-t-2    -0.039    2.753    2.729    1.08    4.45    9.333    3    -1.978    2.712    0.788    4.826    5.489    9.121    1.564    7.678    1.305    2.2    1.326    0.121    
H_IrRu_211_bridge2-s-1    -0.594    2.743    2.689    1.065    4.16    7.0    2    -1.446    2.214    0.595    4.915    5.189    8.241    1.305    7.398    1.005    2.2    1.807    0.322    
H_IrRu_211_bridge2-s-2    -0.552    2.743    2.689    1.065    4.16    7.0    2    -1.446    2.214    0.595    4.915    5.189    8.241    1.305    7.398    1.005    2.2    1.807    0.322    
H_IrRu_211_fcc-s-1    -0.176    2.746    2.698    1.07    4.257    8.333    3    -1.694    2.404    0.728    4.801    5.289    8.534    1.391    7.456    1.118    2.2    1.556    0.229    
H_IrRu_211_fcc-s-2    -0.283    2.739    2.701    1.06    4.063    8.333    3    -1.531    2.352    0.573    4.588    5.089    7.948    1.219    7.234    1.027    2.2    1.702    0.184    
H_IrRu_211_fcc-t-1    -0.146    2.746    2.725    1.07    4.257    9.667    3    -1.777    2.517    0.766    4.709    5.289    8.534    1.391    7.43    1.177    2.2    1.283    0.134    
H_IrRu_211_fcc-t-2    -0.22    2.739    2.725    1.06    4.063    9.667    3    -1.608    2.455    0.587    4.345    5.089    7.948    1.219    7.23    1.081    2.2    1.432    0.119    
H_IrRu_211_hcp-t-1    -0.254    2.739    2.716    1.06    4.063    9.333    3    -1.603    2.444    0.593    4.399    5.089    7.948    1.219    7.23    1.072    2.2    1.521    0.133    
